key,start,end,xlsx_col3,xlsx_col9,xlsx_col11,xlsx_a,xlsx_b,xlsx_col16,xlsx_col10,xlsx_col12,xlsx_string,record,start_dom_top_1,start_dom_top_2,start_dom_top_3,start_dom_top_4,start_dom_top_5,end_dom_top_1,end_dom_top_2,end_dom_top_3,end_dom_top_4,end_dom_top_5,start_non_top_1,start_non_top_2,start_non_top_3,start_non_top_4,start_non_top_5,end_non_top_1,end_non_top_2,end_non_top_3,end_non_top_4,end_non_top_5
sign_352539,159,173,"DCL\talking about the test\""""",5,crvd-5,7987.0,8001.0,39.0,5,crvd-5,4-Deaf-Speech.mov,182,5,crvd-5,5-C-L,5-C,B-L,L,tight-C_2,X,1,alt-G_bent-L,bent-B-L,5,F,C,crvd-B,5,F,5-C-L,L-X,bent-B-L
sign_352539,182,191,"DCL:flat-O\holding the test\""""",flat-O,flat-O,8010.0,8019.0,39.0,flat-O,flat-O,4-Deaf-Speech.mov,182,flat-O,tight-C_2,1,F,B,flat-O,tight-C_2,1,V,F,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_352539,195,197,READY,R,R,8023.0,8025.0,39.0,,,4-Deaf-Speech.mov,182,5,B-L,tight-C_2,F,B,1,tight-C_2,L,Y,I-L-Y,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_352539,201,206,"DCL:flat-O\moving the test closer\""""",baby-O,baby-O,8029.0,8034.0,39.0,flat-O,flat-O,4-Deaf-Speech.mov,182,tight-C_2,1,F,flat-O,S,1,bent-1,tight-C_2,V,F,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_352539,214,214,,,,,,,,,,182,S,A,Y,1,O,S,A,Y,1,O,bent-B-L,5,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_356366,0,1,VOICE-RANGE,bent-B,bent-B,3359.0,3360.0,12.0,bent-B,bent-B,8-Control-of-sound-places.mov,183,flat-O,O,M,bent-B,F,O,M,flat-O,F,fanned-flat-O,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,25
sign_356366,9,12,DEAF,1,1,3368.0,3371.0,12.0,,,8-Control-of-sound-places.mov,183,10,1,flat-O,Y,S,10,1,flat-O,Y,O,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,25
sign_356366,17,24,SCREAM,5-C,5-C,3376.0,3383.0,12.0,,,8-Control-of-sound-places.mov,183,4,fanned-flat-O,5,tight-C_2,crvd-5,tight-C_2,R,F,fanned-flat-O,crvd-5,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,25
sign_356366,36,37,HEAR,1,1,3395.0,3396.0,12.0,,,8-Control-of-sound-places.mov,183,10,1,A,tight-C_2,X,1,tight-C_2,L,10,X,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,25
sign_356366,48,53,SCREAM,5-C,5-C,3407.0,3412.0,12.0,,,8-Control-of-sound-places.mov,183,5,crvd-5,5-C,fanned-flat-O,4,5,crvd-5,C,crvd-B,5-C,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,crvd-5,25
sign_356366,61,84,"DCL:crvd-B\above the voice range\""""",crvd-B,crvd-B,3420.0,3443.0,12.0,C,C,8-Control-of-sound-places.mov,183,F,bent-B,crvd-B,C,tight-C_2,1,crvd-B,5,C,S,5,F,bent-B-L,crvd-5,25,5,F,bent-B-L,25,crvd-5
sign_356366,101,104,"SCL:3\people staring\""""",3,3,3460.0,3463.0,12.0,3,3,8-Control-of-sound-places.mov,183,R,V,L,tight-C_2,1,tight-C_2,1,T,D,X,5,F,bent-B-L,crvd-5,25,5,bent-B-L,F,crvd-5,5-C-L
sign_356366,113,121,NOTICE,1,X,3472.0,3480.0,12.0,5,5,8-Control-of-sound-places.mov,183,1,X,tight-C_2,bent-1,S,1,bent-1,S,tight-C_2,crvd-V,5,F,crvd-5,bent-B-L,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_335844,1,2,FOR,1,1,3300.0,3301.0,16.0,,,7-Social-Msg.mov,184,1,10,tight-C_2,bent-1,L,1,bent-1,tight-C_2,X,L,5,F,bent-B-L,Y,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_335844,8,12,SHOW,1,1,3307.0,3311.0,16.0,B-L,B-L,7-Social-Msg.mov,184,1,V,bent-1,D,L,1,bent-1,alt-P,V,L,5,F,crvd-5,L-X,5-C-L,5,F,crvd-5,5-C-L,L-X
sign_335844,23,31,WRITE,baby-O,baby-O,3322.0,3330.0,16.0,B-L,B-L,7-Social-Msg.mov,184,crvd-5,L,B-L,5,1,1,B-L,B,R,tight-C_2,5,bent-B-L,F,5-C-L,Y,5,bent-B-L,F,5-C-L,Y
sign_335844,34,47,PAPER,B-L,B-L,3333.0,3346.0,16.0,B-L,B-L,7-Social-Msg.mov,184,B-L,5,tight-C_2,B,4,5,B-L,B,B-xd,C,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,crvd-5,5-C-L
sign_335844,55,63,fs-P,K,K,3354.0,3362.0,16.0,,,7-Social-Msg.mov,184,tight-C_2,V,1,3,D,flat-O,1,S,O,tight-C_2,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_335844,70,71,WITH,A,A,3369.0,3370.0,16.0,,,7-Social-Msg.mov,184,S,tight-C_2,A,alt-P,bent-1,S,O,1,tight-C_2,T,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_335844,75,79,"DCL:F/9\holes on paper\""""",F,F,3374.0,3378.0,16.0,,,7-Social-Msg.mov,184,I,S,flat-O,F,C,F,B,tight-C_2,8,I,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_335844,88,88,,,,,,,,,,184,tight-C_2,1,flat-O,bent-1,V,tight-C_2,1,flat-O,bent-1,V,5,bent-B-L,F,5-C-L,crvd-5,5,bent-B-L,F,5-C-L,crvd-5
sign_352691,33,34,POSS,5,5,9305.0,9306.0,44.0,,,4-Deaf-Speech.mov,185,5,B-L,crvd-5,open-8,5-C,5,B-L,B,crvd-5,open-8,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_352691,42,53,INTERPRET,F,F,9314.0,9325.0,44.0,F,F,4-Deaf-Speech.mov,185,F,open-F,5,crvd-5,Y,F,5,V,3,tight-C_2,bent-B-L,5,F,C,crvd-5,5,F,crvd-5,bent-B-L,Y
sign_352691,58,62,fs-OF,O,F,9330.0,9334.0,44.0,,,4-Deaf-Speech.mov,185,F,flat-O,tight-C_2,bent-B-L,O,Y,F,bent-B-L,tight-C_2,I,5,F,bent-B-L,crvd-5,5-C-L,bent-B-L,5,F,C,crvd-5
sign_352691,80,87,VOICE_2,1,1,9352.0,9359.0,44.0,,,4-Deaf-Speech.mov,185,V,1,S,bent-1,tight-C_2,V,1,bent-1,S,tight-C_2,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-B
sign_352691,92,119,"DCL:M\humming\""""",M,M,9364.0,9391.0,44.0,,,4-Deaf-Speech.mov,185,bent-B-L,M,bent-B,flat-O,tight-C_2,flat-O,F,tight-C_2,M,O,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-B
sign_242698,4,5,DEAF,1,1,8776.0,8777.0,49.0,,,2-Voice-Identity.mov,186,1,O,E,flat-O,tight-C_2,1,10,Y,flat-O,O,5,F,bent-B-L,5-C-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_242698,10,16,PERSON,K,K,8782.0,8788.0,49.0,K,K,2-Voice-Identity.mov,186,tight-C_2,crvd-V,B-L,V,5,bent-1,1,tight-C_2,S,X,F,5,bent-B-L,crvd-5,5-C-L,5,bent-B-L,crvd-5,F,1
sign_242698,27,32,"SCL:1\person coming\""""",1,1,8799.0,8804.0,49.0,,,2-Voice-Identity.mov,186,1,tight-C_2,V,D,L,1,D,tight-C_2,L,bent-1,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,C,crvd-5
sign_242698,44,48,TALK,4,4,8816.0,8820.0,49.0,,,2-Voice-Identity.mov,186,4,5,crvd-5,tight-C_2,W,5,tight-C_2,4,crvd-5,B-L,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_242698,56,63,part:indef,5,5,8828.0,8835.0,49.0,5,5,2-Voice-Identity.mov,186,5,crvd-5,5-C,crvd-sprd-B,5-C-L,5,crvd-5,5-C,1,B-L,5,F,crvd-5,bent-B-L,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_242698,73,84,fs-MUTE,M,E,8845.0,8856.0,49.0,,,2-Voice-Identity.mov,186,M,O,flat-O,Y,E,E,O,M,N,flat-O,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,C,crvd-5
sign_242698,91,95,IF,I,I,8863.0,8867.0,49.0,,,2-Voice-Identity.mov,186,I,O,flat-O,bent-B,bent-B-L,O,I,flat-O,bent-B,bent-B-L,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,5-C-L
sign_242698,99,100,SOMETHING/ONE,1,1,8871.0,8872.0,49.0,,,2-Voice-Identity.mov,186,1,D,tight-C_2,X,L,1,L,tight-C_2,X,D,bent-B-L,5,F,crvd-5,crvd-B,bent-B-L,5,F,crvd-5,crvd-B
sign_242698,106,127,part:indef,crvd-5,crvd-5,8878.0,8899.0,49.0,crvd-5,crvd-5,2-Voice-Identity.mov,186,5,crvd-5,tight-C_2,crvd-sprd-B,3,5,crvd-5,L,B-L,5-C-L,bent-B-L,5,F,crvd-5,5-C-L,5,bent-B-L,F,5-C-L,crvd-5
sign_352067,4,6,HAVE,bent-B-L,bent-B-L,2670.0,2672.0,15.0,,,4-Deaf-Speech.mov,187,10,A,1,S,bent-U-L,10,bent-U-L,bent-B-L,L,alt-G_bent-L,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_352067,17,23,GROUP/TOGETHER,crvd-5,crvd-5,2683.0,2689.0,15.0,crvd-5,crvd-5,4-Deaf-Speech.mov,187,5,crvd-5,bent-B-L,C,B-L,crvd-5,5,F,open-8,tight-C_2,5,25,bent-B-L,crvd-5,L-X,5,F,bent-B-L,5-C-L,crvd-5
sign_352067,29,36,DIRECT,F,F,2695.0,2702.0,15.0,F,F,4-Deaf-Speech.mov,187,F,crvd-5,5,tight-C_2,flat-O,F,tight-C_2,5,crvd-5,flat-O,5,F,bent-B-L,Y,5-C-L,5,F,bent-B-L,5-C-L,Y
sign_352067,46,54,DEAF,D,D,2712.0,2720.0,15.0,,,4-Deaf-Speech.mov,187,1,S,10,E,A,1,tight-C_2,L,5,10,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_352067,57,66,fs-SPEECH,S,U,2723.0,2732.0,15.0,,,4-Deaf-Speech.mov,187,1,E,S,T,tight-C_2,5,1,crvd-5,tight-C_2,F,bent-B-L,5,F,C,crvd-5,bent-B-L,5,F,C,crvd-5
sign_352067,74,78,TEND,25,25,2740.0,2744.0,15.0,25,25,4-Deaf-Speech.mov,187,B-L,25,5,bent-B-L,crvd-B,crvd-5,25,5,B-L,L,bent-B-L,5,F,5-C-L,crvd-B,bent-B-L,5,F,C,5-C-L
sign_349947,11,19,ns-fs-MARY,M,Y,5158.0,5166.0,23.0,,,2012-02-14_0062-cam1-for-ss3.mp4,188,10,1,A,T,bent-1,I,Y,tight-C_2,F,8,bent-B-L,5,F,crvd-5,5-C-L,5,F,bent-B-L,Y,crvd-5
sign_349947,25,30,DECIDE,F,F,5172.0,5177.0,23.0,F,F,2012-02-14_0062-cam1-for-ss3.mp4,188,F,25,5,8,cocked-F,F,tight-C_2,V,flat-O,S,5,F,L-X,crvd-5,1,5,F,bent-B-L,Y,crvd-5
sign_349947,35,38,FUTURE,B-L,B-L,5182.0,5185.0,23.0,,,2012-02-14_0062-cam1-for-ss3.mp4,188,5,F,E,10,crvd-5,B-L,5,B,4,crvd-5,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349947,43,49,TELL,1,bent-1,5190.0,5196.0,23.0,,,2012-02-14_0062-cam1-for-ss3.mp4,188,10,1,A,B-L,S,D,1,X,tight-C_2,L,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_349947,56,67,ns-fs-JOHN,I_J,N,5203.0,5214.0,23.0,,,2012-02-14_0062-cam1-for-ss3.mp4,188,N,tight-C_2,M,4,5-C-L,tight-C_2,S,N,10,1,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,crvd-5,C
sign_47329,30,35,DEPART,5,S,1206.0,1211.0,10.0,,,2012-02-14_0065-cam1-for-ss3.mp4,189,5,crvd-5,5-C,B-L,C,flat-O,S,N,O,5-C,bent-B-L,5,F,crvd-B,bent-B,bent-B-L,5,C,crvd-5,bent-B
sign_47329,40,42,LOOK,V,V,1216.0,1218.0,10.0,V,V,2012-02-14_0065-cam1-for-ss3.mp4,189,V,tight-C_2,crvd-V,1,3,5,V,1,crvd-5,tight-C_2,bent-B-L,5,F,crvd-5,25,5,bent-B-L,F,crvd-5,Y
sign_47329,48,53,MOVIE,5,5,1224.0,1229.0,10.0,5,5,2012-02-14_0065-cam1-for-ss3.mp4,189,5,crvd-5,crvd-sprd-B,B-L,6,5,B-L,B,25,F,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,5-C-L
sign_47329,59,65,FINISH,5,5,1235.0,1241.0,10.0,5,5,2012-02-14_0065-cam1-for-ss3.mp4,189,5,B-L,crvd-sprd-B,25,crvd-5,5,F,B-L,crvd-5,B-xd,5,F,L-X,crvd-5,Y,F,5,bent-B-L,crvd-5,Y
sign_47329,74,81,part:indef,crvd-5,crvd-5,1250.0,1257.0,10.0,,,2012-02-14_0065-cam1-for-ss3.mp4,189,5-C-L,crvd-5,crvd-B,5,D,5-C-L,5,tight-C_2,loose-E,crvd-5,bent-B-L,5,F,tight-C_2,Y,bent-B-L,5,F,C,tight-C_2
sign_339925,14,20,FRIEND,1,1,12527.0,12533.0,62.0,1,1,2013-06-27_CB_0112-cam1-for-ss3.mp4,190,1,X,D,tight-C_2,V,1,D,tight-C_2,X,bent-1,5,L-X,F,crvd-5,5-C-L,5,F,L-X,crvd-5,Y
sign_339925,29,33,GROUP/TOGETHER,crvd-5,crvd-5,12542.0,12546.0,62.0,crvd-5,crvd-5,2013-06-27_CB_0112-cam1-for-ss3.mp4,190,crvd-5,5,L,B-L,5-C-L,crvd-5,C,crvd-B,5,B-L,5,F,crvd-5,5-C-L,L-X,5,bent-B-L,F,5-C-L,crvd-5
sign_339925,43,48,DEPART,5,S,12556.0,12561.0,62.0,,,2013-06-27_CB_0112-cam1-for-ss3.mp4,190,5,crvd-5,5-C,B-L,C,bent-1,1,S,A,10,bent-B-L,5,F,C,5-C-L,bent-B-L,5,F,C,5-C-L
sign_339925,76,84,JOIN,U,U,12589.0,12597.0,62.0,5-C,S,2013-06-27_CB_0112-cam1-for-ss3.mp4,190,L,1,X,bent-1,10,1,bent-1,tight-C_2,D,V,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349397,8,17,EVERY+ONE,10,1,12264.0,12273.0,56.0,10,,2012-02-14_0063-cam1-for-ss3.mp4,191,10,A,bent-B-L,Y,L,1,X,bent-1,L-X,D,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349397,20,25,KNOW,bent-B-L,bent-B-L,12276.0,12281.0,56.0,,,2012-02-14_0063-cam1-for-ss3.mp4,191,bent-B,bent-B-L,B-L,25,C,25,B-L,5,bent-B,I,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349397,29,36,ns-fs-JOHN,I_J,N,12285.0,12292.0,56.0,,,2012-02-14_0063-cam1-for-ss3.mp4,191,I,5,F,8,25,N,tight-C_2,bent-N,F,V,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,Y
sign_349397,40,46,DEPART,crvd-5,S,12296.0,12302.0,56.0,,,2012-02-14_0063-cam1-for-ss3.mp4,191,5,crvd-5,5-C,C,open-8,S,L-X,flat-O,bent-1,1,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,Y
sign_349397,52,55,GO-OUT,crvd-sprd-B,flat-O,12308.0,12311.0,56.0,,,2012-02-14_0063-cam1-for-ss3.mp4,191,5,crvd-5,crvd-sprd-B,F,5-C-L,O,flat-O,S,I,Y,5,bent-B-L,F,crvd-5,Y,bent-B-L,5,F,crvd-5,Y
sign_349397,60,74,ns-fs-MAINE,M,E,12316.0,12330.0,56.0,,,2012-02-14_0063-cam1-for-ss3.mp4,191,M,tight-C_2,flat-O,B-L,B,E,1,crvd-V,N,S,5,bent-B-L,F,crvd-5,Y,5,bent-B-L,F,crvd-5,Y
sign_349397,80,88,DRIVE,S,S,12336.0,12344.0,56.0,S,S,2012-02-14_0063-cam1-for-ss3.mp4,191,bent-1,1,S,X,tight-C_2,tight-C_2,S,A,flat-O,5-C-L,5,F,bent-B-L,crvd-5,25,5,F,crvd-5,bent-B-L,5-C-L
sign_327898,43,63,DISCUSS,1,1,127.0,147.0,1.0,B-L,B-L,10-Conclusion.mov,192,1,L,V,bent-1,5,1,S,A,bent-1,X-over-thumb,5,bent-B-L,F,5-C-L,crvd-5,bent-B-L,5,F,5-C-L,crvd-5
sign_327898,73,85,UP-TO-NOW,1,1,157.0,169.0,1.0,1,1,10-Conclusion.mov,192,bent-1,1,bent-B-L,alt-G_bent-L,tight-C_2,1,tight-C_2,X,bent-1,V,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_327898,92,103,SHOW,1,1,176.0,187.0,1.0,B-L,B-L,10-Conclusion.mov,192,1,V,bent-1,L,crvd-V,1,V,open-F,crvd-V,tight-C_2,5,F,crvd-5,5-C-L,bent-B-L,5,bent-B-L,F,crvd-5,5-C-L
sign_327898,113,116,TWO,V,V,197.0,200.0,1.0,,,10-Conclusion.mov,192,tight-C_2,V,1,crvd-V,5,tight-C_2,V,crvd-V,1,R,bent-B-L,5,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,5-C-L
sign_327898,125,132,DIFFERENT,1,1,209.0,216.0,1.0,1,1,10-Conclusion.mov,192,1,V,bent-1,L,X,1,tight-C_2,L,bent-1,V,5,F,bent-B-L,Y,25,5,F,bent-B-L,crvd-5,5-C-L
sign_327898,147,187,fs-ORIENTATION,O,N,231.0,271.0,1.0,,,10-Conclusion.mov,192,O,M,flat-O,E,Y,T,tight-C_2,1,Y,N,bent-B-L,5,F,C,crvd-B,bent-B-L,5,F,C,crvd-5
sign_327898,218,228,FROM,1,X,302.0,312.0,1.0,1,1,10-Conclusion.mov,192,flat-O,S,1,B-L,I,S,1,tight-C_2,bent-1,flat-O,5,bent-B-L,F,crvd-5,5-C-L,bent-B-L,5,F,crvd-5,C
sign_327898,240,252,GROW,flat-O,crvd-sprd-B,324.0,336.0,1.0,C,crvd-5,10-Conclusion.mov,192,F,B,B-L,flat-O,5,crvd-5,5,B-L,tight-C_2,C,bent-B-L,5,F,crvd-5,crvd-B,bent-B-L,5,F,C,crvd-5
sign_327898,260,276,LANGUAGE,L,L,344.0,360.0,1.0,L,L,10-Conclusion.mov,192,1,flat-O,bent-1,A,S,1,V,F,bent-1,tight-C_2,5,bent-B-L,F,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,Y
sign_347410,17,21,FUTURE,B-L,B-L,15074.0,15078.0,70.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,193,B-L,5,B,25,1,B-L,5,B,tight-C_2,1,bent-B-L,5,F,crvd-5,C,bent-B-L,5,F,C,crvd-5
sign_347410,24,29,TAKE-UP,5,S,15081.0,15086.0,70.0,5,S,2012-11-27_JM7_0096-cam1-for-ss3.mp4,193,B-L,tight-C_2,5,bent-B,F,S,10,A,Y,N,5,bent-B-L,F,crvd-5,L-X,5,F,L-X,crvd-5,Y
sign_347410,37,39,DINNER,D,D,15094.0,15096.0,70.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,193,1,L,tight-C_2,flat-O,S,1,L,tight-C_2,S,10,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,L-X
sign_347410,44,50,PIZZA_4,crvd-3,A,15101.0,15107.0,70.0,,,2012-11-27_JM7_0096-cam1-for-ss3.mp4,193,10,1,tight-C_2,Y,L,X,S,N,1,tight-C_2,5,F,bent-B-L,crvd-5,L-X,5,F,bent-B-L,crvd-5,L-X
sign_297021,14,18,NOW,Y,Y,1358.0,1362.0,8.0,Y,Y,2012-11-27_JM6_0095-cam1-for-ss3.mp4,194,Y,25,B-L,5-C-L,crvd-5,Y,25,5,5-C-L,L,5,F,crvd-5,L-X,Y,5,F,crvd-5,L-X,Y
sign_297021,26,30,WORK,S,S,1370.0,1374.0,8.0,S,S,2012-11-27_JM6_0095-cam1-for-ss3.mp4,194,S,loose-E,A,F,I,S,A,1,crvd-B,10,5,F,5-C-L,crvd-5,L-X,5,F,crvd-5,L-X,bent-B-L
sign_297021,34,40,DO-DO,baby-O,baby-O,1378.0,1384.0,8.0,,,2012-11-27_JM6_0095-cam1-for-ss3.mp4,194,tight-C_2,1,A,V,flat-O,tight-C_2,1,A,S,bent-1,5,F,bent-B-L,Y,crvd-5,5,bent-B-L,F,crvd-5,L-X
sign_349077,2,15,LONG-AGO,5,5,5029.0,5042.0,22.0,,,2012-02-14_0063-cam1-for-ss3.mp4,195,O,S,B-L,X,bent-B,F,Y,5,I,cocked-8,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349077,22,22,POSS,B-L,B-L,5049.0,5049.0,22.0,,,2012-02-14_0063-cam1-for-ss3.mp4,195,B-L,5,B,crvd-5,C,B-L,5,B,crvd-5,C,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349077,29,38,ns-fs-MARY,M,Y,5056.0,5065.0,22.0,,,2012-02-14_0063-cam1-for-ss3.mp4,195,flat-O,O,M,E,1,Y,tight-C_2,I,F,L,5,F,bent-B-L,crvd-5,5-C-L,5,F,bent-B-L,crvd-5,5-C-L
sign_349077,41,46,NAME,U-L,U,5068.0,5073.0,22.0,U,U,2012-02-14_0063-cam1-for-ss3.mp4,195,5,B-L,crvd-5,tight-C_2,B,tight-C_2,5,V,1,crvd-V,5,F,bent-B-L,25,5-C-L,5,F,bent-B-L,5-C-L,crvd-5
sign_349077,51,61,DO-DO,G,flat-G,5078.0,5088.0,22.0,G,flat-G,2012-02-14_0063-cam1-for-ss3.mp4,195,tight-C_2,D,S,X,baby-O,tight-C_2,D,S,L-X,baby-O,5,F,bent-B-L,5-C-L,crvd-5,5,F,crvd-5,5-C-L,bent-B-L
sign_337476,25,29,PROCEED,bent-B,bent-B,1557.0,1561.0,7.0,bent-B,bent-B,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,L,I-L-Y,crvd-5,U-L,10,B-L,bent-B-L,5,bent-B,crvd-B,5,F,5-C-L,bent-B-L,L-X,5,F,bent-B-L,5-C-L,crvd-5
sign_337476,39,45,MOW,S,S,1571.0,1577.0,7.0,S,S,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,bent-1,1,10,S,A,1,S,bent-1,10,Y,5,L-X,crvd-5,F,5-C-L,5,L-X,crvd-5,F,Y
sign_337476,55,64,GRASS,crvd-5,crvd-5,1587.0,1596.0,7.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,crvd-5,B-L,I-L-Y,F,5,F,B-L,5,V,crvd-5,5,F,L-X,bent-B-L,crvd-5,5,F,bent-B-L,L-X,crvd-5
sign_337476,75,77,MOTHER,5,5,1607.0,1609.0,7.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,5,V,1,R,crvd-5,1,flat-O,X,tight-C_2,10,5,bent-B-L,F,L-X,crvd-5,5,bent-B-L,F,L-X,crvd-5
sign_337476,83,84,FUTURE,5,5,1615.0,1616.0,7.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,5,B-L,B,25,F,B-L,5,B,25,F,5,bent-B-L,F,L-X,crvd-5,5,bent-B-L,F,L-X,crvd-5
sign_337476,89,95,GIFT,X,X,1621.0,1627.0,7.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,1,X,D,L,tight-C_2,1,X,D,L,tight-C_2,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,crvd-5,5-C-L
sign_337476,99,105,TWENTY,sml-C-3,baby-O,1631.0,1637.0,7.0,,,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,X,1,tight-C_2,L,D,N,A,X,S,baby-O,5,F,bent-B-L,L-X,crvd-5,5,F,bent-B-L,crvd-5,5-C-L
sign_337476,110,116,DOLLAR,tight-C,flat-O,1642.0,1648.0,7.0,B-L,B-L,2013-06-27_CB_0115-cam1-for-ss3.mp4,196,1,L,tight-C_2,V,flat-O,1,tight-C_2,flat-O,bent-1,bent-B-L,5,F,5-C-L,bent-B-L,crvd-5,5,F,bent-B-L,5-C-L,crvd-5
sign_260215,5,15,ns-fs-JOHN,I_J,N,10381.0,10391.0,48.0,,,2013-06-27_CB_0110-cam1-for-ss3.mp4,197,flat-O,O,tight-C_2,D,1,alt-G_bent-L,10,N,1,tight-C_2,5,bent-B-L,F,crvd-5,5-C-L,5,bent-B-L,F,L-X,crvd-5
sign_260215,26,48,DRIVE,S,S,10402.0,10424.0,48.0,S,S,2013-06-27_CB_0110-cam1-for-ss3.mp4,197,S,10,1,flat-O,I,1,S,A,10,crvd-L,5,F,L-X,crvd-5,5-C-L,5,L-X,5-C-L,crvd-5,F
sign_260215,56,73,TAKE,5,O,10432.0,10449.0,48.0,,,2013-06-27_CB_0110-cam1-for-ss3.mp4,197,5,crvd-5,F,C,crvd-sprd-B,S,I,O,D,1,5,F,L-X,crvd-5,5-C-L,5,F,L-X,crvd-5,5-C-L
sign_260215,77,86,ns-fs-MARY,crvd-B,Y,10453.0,10462.0,48.0,,,2013-06-27_CB_0110-cam1-for-ss3.mp4,197,O,B-L,crvd-B,I,E,I,Y,F,1,tight-C_2,5,F,L-X,crvd-5,5-C-L,5,L-X,F,crvd-5,bent-B-L
sign_260215,93,107,WORK,S,S,10469.0,10483.0,48.0,A,A,2013-06-27_CB_0110-cam1-for-ss3.mp4,197,S,10,A,1,O,S,A,10,1,bent-B-L,5,L-X,F,crvd-5,Y,5,L-X,bent-B-L,crvd-5,F
sign_295787,6,16,FRIEND,1,1,38.0,48.0,1.0,1,1,2012-11-27_JM5_0094-cam1-for-ss3.mp4,198,1,X,D,tight-C_2,flat-O,X,1,bent-1,S,crvd-V,5,F,bent-B-L,crvd-5,5-C-L,5,F,5-C-L,L-X,crvd-5
sign_295787,28,39,DRIVE,S,S,60.0,71.0,1.0,S,S,2012-11-27_JM5_0094-cam1-for-ss3.mp4,198,bent-B-L,tight-C_2,flat-O,bent-1,bent-B-xd,S,1,O,5-C-L,A,5,F,L-X,5-C-L,crvd-5,5,F,crvd-5,bent-B-L,5-C-L
sign_45352,16,20,TEACH+AGENT,flat-O,B-L,6957.0,6961.0,35.0,flat-O,B-L,2012-02-09_0061-cam1-for-ss3.mp4,199,1,flat-O,crvd-5,5,L,5,tight-C_2,1,crvd-5,B,5,F,crvd-5,L-X,5-C-L,5,L-X,1,crvd-5,F
